chord,freq,contains,,data,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,v,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,vii%7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,iv,,,,
,,,,It,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,vii%7,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,vi7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,#vio7,,,,
,,,,V7,,,,
,,,,ii7,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V+,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,bVII,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,vio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,i,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#iio,,,,
,,,,I,,,,
,,,,iio,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,#viio,,,,
,,,,iio,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,vo,,,,
,,,,iv7,,,,
,,,,VI,,,,
,,,,iv7,,,,
,,,,VI,,,,
,,,,iv7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#iio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#iio7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,#iio7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#vii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,vi7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,vi7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,vi7,,,,
,,,,viio,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,viio7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vii7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#ivo7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#ivo7,,,,
,,,,V,,,,
,,,,It,,,,
,,,,V,,,,
,,,,i,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V,,,,
,,,,,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,iii7,,,,
,,,,#vii%7,,,,
,,,,,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,iii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,,,,,
,,,,vii%7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,I+,,,,
,,,,I+,,,,
,,,,vi,,,,
,,,,,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,V,,,,
,,,,v,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,bVII,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V,,,,
,,,,,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,,,,,
,,,,i,,,,
,,,,viio,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,,,,,
,,,,i,,,,
,,,,V,,,,
,,,,ii%7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,iiio,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V+7,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,viio7,,,,
,,,,IV,,,,
,,,,#viio7,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#ivo,,,,
,,,,vi7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,vi7,,,,
,,,,V7,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,biio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,IV+,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,iii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,v,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,vio,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,iii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vii%7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,iii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,VI,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,ii7,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,i,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I+,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,v,,,,
,,,,V7,,,,
,,,,v,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,iv,,,,
,,,,IV,,,,
,,,,iio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,vi7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V+,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V+,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,,,,,
,,,,V,,,,
,,,,iii,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,iii,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,#viio7,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,iii,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,VM7,,,,
,,,,V7,,,,
,,,,vi7,,,,
,,,,iii7,,,,
,,,,IM7,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,ii,,,,
