chord,measure,beat,totbeat,op,no,mov,length,global_key,is_major,unified_chord,Case
#viio/vi,52,3,154,18,3,3,1,D,TRUE,?,TRUE
#viio64/ii,119,3,355,18,3,3,1,D,TRUE,?,TRUE
I.#viio6,127,3,379,18,3,3,1,D,TRUE,?,TRUE
#viio/vi,156,3,466,18,3,3,1,D,TRUE,?,TRUE
#viio/vi,160,3,478,18,3,3,1,D,TRUE,?,TRUE
#viio64/V,46,2.5,135.5,18,3,4,1.5,D,TRUE,?,TRUE
#viio64/V,50,2.5,147.5,18,3,4,1.5,D,TRUE,?,TRUE
#viio6/V,62,1,182,18,3,4,1.5,D,TRUE,?,TRUE
V.#viio/V,88,1,260,18,3,4,3,D,TRUE,?,TRUE
#viio6(2)/ii,107,2.5,318.5,18,3,4,1,D,TRUE,?,TRUE
#viio6/ii,107,3.5,319.5,18,3,4,0.5,D,TRUE,?,TRUE
#viio/V,260,2.5,777.5,18,3,4,1.5,D,TRUE,?,TRUE
#viio6/V,272,1,812,18,3,4,1.5,D,TRUE,?,TRUE
I.#viio/V,298,1,890,18,3,4,3,D,TRUE,?,TRUE
#viio65/ii,16,1,61,18,3,1,4,D,TRUE,?,TRUE
#viio2/vi,62,1,245,18,3,1,8,D,TRUE,?,TRUE
#viio7/V,79,1,313,18,3,1,4,D,TRUE,?,TRUE
#viio43/ii,84,1,333,18,3,1,4,D,TRUE,?,TRUE
#viio65/ii,85,1,337,18,3,1,4,D,TRUE,?,TRUE
#viio7/V,87,1,345,18,3,1,4,D,TRUE,?,TRUE
#viio7/vi,168,1,669,18,3,1,4,D,TRUE,?,TRUE
#viio65/V,175,1,697,18,3,1,4,D,TRUE,?,TRUE
#viio7/ii,179,1,713,18,3,1,4,D,TRUE,?,TRUE
#viio7/V,183,1,729,18,3,1,4,D,TRUE,?,TRUE
#viio7/V,212,1,845,18,3,1,4,D,TRUE,?,TRUE
#viio65/ii,217,1,865,18,3,1,8,D,TRUE,?,TRUE
#viio7/V,220,1,877,18,3,1,4,D,TRUE,?,TRUE
#viio7/V,264,1,1053,18,3,1,4,D,TRUE,?,TRUE
#viio7/V,109,1,217,18,3,2,1,Bb,TRUE,?,TRUE
#viio7/V,137,2.5,274.5,18,3,2,0.5,Bb,TRUE,?,TRUE
#viio7/vi,146,2,292,18,3,2,1,Bb,TRUE,?,TRUE
#viio7/iii,22,1,62,18,3,3,3,D,TRUE,?,TRUE
#viio7/V,44,3,130,18,3,3,1,D,TRUE,?,TRUE
#viio7/vi,48,3,142,18,3,3,1,D,TRUE,?,TRUE
#viio7,130,1,386,18,3,3,3,D,TRUE,?,TRUE
#viio65/ii,151,3,451,18,3,3,1,D,TRUE,?,TRUE
#viio7/V,152,3,454,18,3,3,1,D,TRUE,?,TRUE
#viio7/ii,10,2.5,27.5,18,3,4,3,D,TRUE,?,TRUE
#viio43/ii,19,1,53,18,3,4,1.5,D,TRUE,?,TRUE
#viio43/ii,20,1,56,18,3,4,3,D,TRUE,?,TRUE
#viio65/V,76,2.5,225.5,18,3,4,1.5,D,TRUE,?,TRUE
#viio7/V,94,1,278,18,3,4,3,D,TRUE,?,TRUE
#viio2/V,108,1,320,18,3,4,1.5,D,TRUE,?,TRUE
#viio7/vi,111,1,329,18,3,4,6,D,TRUE,?,TRUE
#viio7/ii,227,2.5,678.5,18,3,4,3,D,TRUE,?,TRUE
#viio43/ii,236,1,704,18,3,4,1.5,D,TRUE,?,TRUE
#viio43/II,264,1,788,18,3,4,0.5,D,TRUE,?,TRUE
#viio43/III,264,2.5,789.5,18,3,4,0.5,D,TRUE,?,TRUE
#viio43/IV,265,1,791,18,3,4,0.5,D,TRUE,?,TRUE
#viio43/V,265,2.5,792.5,18,3,4,0.5,D,TRUE,?,TRUE
I.#viio7/V,304,1,908,18,3,4,3,D,TRUE,?,TRUE
#viio2/ii,323,1,965,18,3,4,3,D,TRUE,?,TRUE
#vio65,2,2,4,18,3,2,0.5,Bb,TRUE,?,TRUE
#vio2,6,2,12,18,3,2,0.5,Bb,TRUE,?,TRUE
#vio65,48,2,96,18,3,2,0.5,Bb,TRUE,?,TRUE
#vio2,52,2,104,18,3,2,0.5,Bb,TRUE,?,TRUE
#vo43,262,1,782,18,3,4,3,D,TRUE,?,TRUE
#vo7(#7),318,1,950,18,3,4,1,D,TRUE,?,TRUE
#vo7,318,2,951,18,3,4,0.5,D,TRUE,?,TRUE
.bIII,105,2,210,18,3,2,0.5,Bb,TRUE,?,TRUE
.bIII,42,1,122,18,3,4,2.5,D,TRUE,?,TRUE
.bIII,91,3.5,271.5,18,3,4,0.5,D,TRUE,?,TRUE
i.#viio6,57,1,169,127,12,3,2,Eb,FALSE,VIIdim,FALSE
v.#viio6,189,1,557,127,12,3,3,Eb,FALSE,VIIdim,FALSE
#viio/V,118,3,471,127,12,4,1,Eb,FALSE,VIIdim,FALSE
#viio/V,74,3,277,130,13,1,1,Bb,FALSE,VIIdim,FALSE
#viio/V,83,3,313,130,13,1,1,Bb,FALSE,VIIdim,FALSE
ii.#viio64(2),124,1,467,130,13,1,1,Bb,FALSE,VIIdim,FALSE
#viio6,124,2,468,130,13,1,1,Bb,FALSE,VIIdim,FALSE
#viio64(2),124,3,469,130,13,1,1,Bb,FALSE,VIIdim,FALSE
#viio6,152,1.5,579.5,130,13,1,0.5,Bb,FALSE,VIIdim,FALSE
#viio/V,153,3.75,585.75,130,13,1,0.25,Bb,FALSE,VIIdim,FALSE
#viio/V,157,4,602,130,13,1,1,Bb,FALSE,VIIdim,FALSE
#viio/V,160,2,612,130,13,1,1,Bb,FALSE,VIIdim,FALSE
#viio/V,161,3,617,130,13,1,1,Bb,FALSE,VIIdim,FALSE
#viio6/V,130,1,259,130,13,6,2,Bb,FALSE,VIIdim,FALSE
#viio6/iii,132,2,264,130,13,6,1,Bb,FALSE,VIIdim,FALSE
#viio/vi,170,1,339,130,13,6,0.5,Bb,FALSE,VIIdim,FALSE
#viio/iv,195,2,390,130,13,6,1,Bb,FALSE,VIIdim,FALSE
.bVII6,12,2.5,33.5,18,3,4,1.5,D,TRUE,?,TRUE
.bVII6,137,2.5,408.5,18,3,4,4.5,D,TRUE,?,TRUE
.bVII6,139,2.5,414.5,18,3,4,4.5,D,TRUE,?,TRUE
.bVII6,229,2.5,684.5,18,3,4,1.5,D,TRUE,?,TRUE
.bVII6(2),316,1,944,18,3,4,1,D,TRUE,?,TRUE
.bVII6,316,2,945,18,3,4,0.5,D,TRUE,?,TRUE
.bVII7,114,1,338,18,3,4,3,D,TRUE,?,TRUE
.bVII7,203,1,605,18,3,4,6,D,TRUE,?,TRUE
IV.i6,105,1,417,18,3,1,4,D,TRUE,?,TRUE
i,137,2,274,18,3,2,0.5,Bb,TRUE,?,TRUE
#viio6/iv,64,1,190,132,15,2,1,A,FALSE,VIIdim,FALSE
#viio/iv,65,1,193,132,15,2,1,A,FALSE,VIIdim,FALSE
#viio,66,2,197,132,15,2,3,A,FALSE,VIIdim,FALSE
#viio,68,1,202,132,15,2,1,A,FALSE,VIIdim,FALSE
#viio6,36,1,141,132,15,4,4,A,FALSE,VIIdim,FALSE
#viio6,38,3,151,132,15,4,2,A,FALSE,VIIdim,FALSE
i,44,1,128,18,3,4,1.5,D,TRUE,?,TRUE
i64,45,1,131,18,3,4,1.5,D,TRUE,?,TRUE
i,46,1,134,18,3,4,1.5,D,TRUE,?,TRUE
i6,48,1,140,18,3,4,1.5,D,TRUE,?,TRUE
i,49,1,143,18,3,4,1.5,D,TRUE,?,TRUE
i6,50,1,146,18,3,4,1.5,D,TRUE,?,TRUE
i,60,1,176,18,3,4,1,D,TRUE,?,TRUE
i64,211,1,629,18,3,4,6,D,TRUE,?,TRUE
vi.#viio,106,3,447,135,16,4,1,FALSE,FALSE,VIIdim,FALSE
i.#viio6,138,3,575,135,16,4,8,FALSE,FALSE,VIIdim,FALSE
#viio6,177,3,753,135,16,4,2,FALSE,FALSE,VIIdim,FALSE
vi.#viio,127,1,379,18,1,1,6,FALSE,FALSE,VIIdim,FALSE
#viio/ii,143,3,429,18,1,1,1,FALSE,FALSE,VIIdim,FALSE
i,259,1,773,18,3,4,1.5,D,TRUE,?,TRUE
i6,260,1,776,18,3,4,1.5,D,TRUE,?,TRUE
i,270,1,806,18,3,4,1,D,TRUE,?,TRUE
ii6,17,1,65,18,3,1,16,D,TRUE,?,TRUE
#viio6/ii,18,3,54,18,1,3,1,FALSE,FALSE,VIIdim,FALSE
#viio6/iii,20,3,60,18,1,3,1,FALSE,FALSE,VIIdim,FALSE
#viio,23,1,67,18,1,3,3,FALSE,FALSE,VIIdim,FALSE
#viio6,116,2.5,232.5,18,1,4,0.5,FALSE,FALSE,VIIdim,FALSE
#viio6/V,131,1,261,18,2,1,2,G,FALSE,VIIdim,FALSE
#viio64/iv,200,2,400,18,2,1,1,G,FALSE,VIIdim,FALSE
V[#viio/V,297,1,593,18,2,4,2,G,FALSE,VIIdim,FALSE
#viio6(2),81,1,239,18,3,3,-7,D,FALSE,VIIdim,FALSE
#viio6,81,-6,232,18,3,3,10,D,FALSE,VIIdim,FALSE
#viio6(2),85,1,251,18,3,3,2.5,D,FALSE,VIIdim,FALSE
#viio6,85,3.5,253.5,18,3,3,0.5,D,FALSE,VIIdim,FALSE
#viio6,155,1,461,18,3,4,4.5,D,FALSE,VIIdim,FALSE
ii6,26,1,101,18,3,1,2,D,TRUE,?,TRUE
ii,42,1,165,18,3,1,1,D,TRUE,?,TRUE
ii6,83,3,331,18,3,1,2,D,TRUE,?,TRUE
ii6,86,1,341,18,3,1,4,D,TRUE,?,TRUE
ii6,189,1,753,18,3,1,2,D,TRUE,?,TRUE
ii,210,3,839,18,3,1,2,D,TRUE,?,TRUE
ii6,219,1,873,18,3,1,4,D,TRUE,?,TRUE
ii6,9,2.75,18.75,18,3,2,0.25,Bb,TRUE,?,TRUE
ii6,11,1,21,18,3,2,1,Bb,TRUE,?,TRUE
ii6,13,2,26,18,3,2,0.5,Bb,TRUE,?,TRUE
ii6,16,2,32,18,3,2,0.5,Bb,TRUE,?,TRUE
ii6,40,1.5,79.5,18,3,2,0.5,Bb,TRUE,?,TRUE
ii6,42,2.5,84.5,18,3,2,0.5,Bb,TRUE,?,TRUE
#viio6,27,2,80,18,5,1,0.5,A,FALSE,VIIdim,FALSE
#viio,27,3.5,81.5,18,5,1,0.5,A,FALSE,VIIdim,FALSE
#viio6,35,2,104,18,5,1,0.5,A,FALSE,VIIdim,FALSE
#viio,35,3.5,105.5,18,5,1,0.5,A,FALSE,VIIdim,FALSE
#viio6,51,1,201,18,6,1,1.5,Bb,FALSE,VIIdim,FALSE
#viio6,51,3,203,18,6,1,1.5,Bb,FALSE,VIIdim,FALSE
#viio6,225,1,897,18,6,1,1.5,Bb,FALSE,VIIdim,FALSE
#viio6,225,3,899,18,6,1,1.5,Bb,FALSE,VIIdim,FALSE
ii6,55,2.75,110.75,18,3,2,0.25,Bb,TRUE,?,TRUE
ii6,57,1,113,18,3,2,1,Bb,TRUE,?,TRUE
ii6,59,2,118,18,3,2,0.5,Bb,TRUE,?,TRUE
ii6,61,2,122,18,3,2,0.5,Bb,TRUE,?,TRUE
#viio6/vi,50,1.5,97,18,6,4,0.5,Bb,FALSE,VIIdim,FALSE
#viio/ii,50,2,97.5,18,6,4,0.5,Bb,FALSE,VIIdim,FALSE
#viio/ii,58,2,109.5,18,6,4,0.5,Bb,FALSE,VIIdim,FALSE
#viio6/III,125,3,499,59,7,1,2,FALSE,FALSE,VIIdim,FALSE
#viio6/VII,46,2,69.5,59,7,2,0.5,Bb,FALSE,VIIdim,FALSE
#viio6/VII,50,2,75.5,59,7,2,0.5,Bb,FALSE,VIIdim,FALSE
#viio6,144,2.25,216.75,59,7,2,0.25,Bb,FALSE,VIIdim,FALSE
#viio/V,402,1,602.5,59,7,2,1.5,Bb,FALSE,VIIdim,FALSE
#viio6/iv,36,2.75,72.75,59,7,3,0.125,FALSE,FALSE,VIIdim,FALSE
#viio6(9),87,2,174,59,7,3,0.5,FALSE,FALSE,VIIdim,FALSE
#viio6,87,2.5,174.5,59,7,3,0.25,FALSE,FALSE,VIIdim,FALSE
#viio6,109,1.375,217.375,59,7,3,0.25,FALSE,FALSE,VIIdim,FALSE
#viio6/V,109,2.375,218.375,59,7,3,0.25,FALSE,FALSE,VIIdim,FALSE
#viio6/iv,122,1.5,243.5,59,7,3,0.5,FALSE,FALSE,VIIdim,FALSE
#viio6,105,2.75,210.75,59,7,4,0.25,FALSE,FALSE,VIIdim,FALSE
#viio/iv,111,1.75,221.75,59,7,4,0.5,FALSE,FALSE,VIIdim,FALSE
#viio6/iv,111,2.75,222.75,59,7,4,0.5,FALSE,FALSE,VIIdim,FALSE
#viio6,122,2.75,244.75,59,7,4,0.5,FALSE,FALSE,VIIdim,FALSE
#viio,158,1.5,315.5,59,7,4,0.5,FALSE,FALSE,VIIdim,FALSE
#viio,158,2.5,316.5,59,7,4,0.5,FALSE,FALSE,VIIdim,FALSE
#viio6,160,1.5,319.5,59,7,4,0.5,FALSE,FALSE,VIIdim,FALSE
#viio6(2),168,1,335,59,7,4,1,FALSE,FALSE,VIIdim,FALSE
#viio6(2),172,1,343,59,7,4,1,FALSE,FALSE,VIIdim,FALSE
#viio6,207,2,414,59,7,4,1,FALSE,FALSE,VIIdim,FALSE
ii(4),119,1,237,18,3,2,0.25,Bb,TRUE,?,TRUE
ii6(7),119,2,238,18,3,2,0.25,Bb,TRUE,?,TRUE
ii6,119,2.25,238.25,18,3,2,0.25,Bb,TRUE,?,TRUE
ii,121,1.16667,241.167,18,3,2,1,Bb,TRUE,?,TRUE
ii6(2),128,2,256,18,3,2,0.25,Bb,TRUE,?,TRUE
ii6,128,2.25,256.25,18,3,2,0.25,Bb,TRUE,?,TRUE
#viio64/ii,128,4,483,59,9,1,0.75,C,FALSE,VIIdim,FALSE
#viio64/ii,129,1.5,484.5,59,9,1,0.5,C,FALSE,VIIdim,FALSE
#viio6,133,1,500,59,9,1,2,C,FALSE,VIIdim,FALSE
#viio,134,1,504,59,9,1,2,C,FALSE,VIIdim,FALSE
#viio6/ii,243,4,943,59,9,1,0.5,C,FALSE,VIIdim,FALSE
#viio6/ii,253,4.5,983.5,59,9,1,0.5,C,FALSE,VIIdim,FALSE
#viio6/V,267,2,1037,59,9,1,1,C,FALSE,VIIdim,FALSE
#viio6/vi,267,4,1039,59,9,1,1,C,FALSE,VIIdim,FALSE
ii,130,1.16667,259.167,18,3,2,1,Bb,TRUE,?,TRUE
ii6,3,3,7,18,3,3,1,D,TRUE,?,TRUE
ii6,16,3,46,18,3,3,1,D,TRUE,?,TRUE
ii,30,1,86,18,3,3,3,D,TRUE,?,TRUE
ii6(2),33,1,95,18,3,3,2,D,TRUE,?,TRUE
ii6,33,3,97,18,3,3,1,D,TRUE,?,TRUE
#viio64/ii,93,3,375,59,9,4,2,C,FALSE,VIIdim,FALSE
#viio,98,3,395,59,9,4,1,C,FALSE,VIIdim,FALSE
ii,43,1,125,18,3,3,2,D,TRUE,?,TRUE
#viio6/V,315,3,1263,59,9,4,2,C,FALSE,VIIdim,FALSE
#viio6/V,317,3,1271,59,9,4,2,C,FALSE,VIIdim,FALSE
#viio/ii,328,3,1315,59,9,4,2,C,FALSE,VIIdim,FALSE
#viio/ii,330,3,1323,59,9,4,2,C,FALSE,VIIdim,FALSE
#viio/ii,332,3,1331,59,9,4,2,C,FALSE,VIIdim,FALSE
#viio/ii,334,3,1339,59,9,4,2,C,FALSE,VIIdim,FALSE
#viio/V,48,1.5,72,74,10,2,0.5,Ab,FALSE,VIIdim,FALSE
#viio/V,116,1,173.5,74,10,2,0.5,Ab,FALSE,VIIdim,FALSE
ii6,44,1,128,18,3,3,2,D,TRUE,?,TRUE
ii6,47,3,139,18,3,3,1,D,TRUE,?,TRUE
ii6],48,2,141,18,3,3,1,D,TRUE,?,TRUE
#viio,66,1,261,95,11,1,4,FALSE,FALSE,VIIdim,FALSE
#viio6,89,2,178,95,11,2,0.5,D,FALSE,VIIdim,FALSE
#viio,27,1,79,95,11,3,0.75,FALSE,FALSE,VIIdim,FALSE
V[#viio6,29,2,86,95,11,3,1.5,FALSE,FALSE,VIIdim,FALSE
#viio64,30,2,89,95,11,3,1.5,FALSE,FALSE,VIIdim,FALSE
#viio,130,1,388,95,11,3,0.75,FALSE,FALSE,VIIdim,FALSE
#viio6,132,2,395,95,11,3,1.5,FALSE,FALSE,VIIdim,FALSE
#viio64,133,2,398,95,11,3,1.5,FALSE,FALSE,VIIdim,FALSE
#viio6,144,1,430,95,11,3,3,FALSE,FALSE,VIIdim,FALSE
#viio,194,1,580,95,11,3,0.75,FALSE,FALSE,VIIdim,FALSE
V[#viio6,196,2,587,95,11,3,1.5,FALSE,FALSE,VIIdim,FALSE
#viio64,197,2,590,95,11,3,1.5,FALSE,FALSE,VIIdim,FALSE
v.#viio6/V,31,3.5,87,95,11,4,0.5,FALSE,FALSE,VIIdim,FALSE
#viio2,42,3.5,120.5,127,12,1,0.5,Eb,FALSE,VIIdim7,FALSE
#viio43,43,1,121,127,12,1,3,Eb,FALSE,VIIdim7,FALSE
#viio2,44,1,124,127,12,1,1,Eb,FALSE,VIIdim7,FALSE
#viio65,50,3.5,144.5,127,12,1,0.5,Eb,FALSE,VIIdim7,FALSE
#viio43,51,1,145,127,12,1,2,Eb,FALSE,VIIdim7,FALSE
ii6(2),104,1,308,18,3,3,2,D,TRUE,?,TRUE
ii6,104,3,310,18,3,3,1,D,TRUE,?,TRUE
ii6,112,3,334,18,3,3,1,D,TRUE,?,TRUE
ii6,120,1,356,18,3,3,2,D,TRUE,?,TRUE
ii,120,3,358,18,3,3,1,D,TRUE,?,TRUE
ii6(2),124,1,368,18,3,3,2,D,TRUE,?,TRUE
ii6,124,3,370,18,3,3,1,D,TRUE,?,TRUE
ii,138,1,410,18,3,3,3,D,TRUE,?,TRUE
ii6(2),141,1,419,18,3,3,2,D,TRUE,?,TRUE
ii6,141,3,421,18,3,3,1,D,TRUE,?,TRUE
ii,151,1,449,18,3,3,2,D,TRUE,?,TRUE
ii6,152,1,452,18,3,3,2,D,TRUE,?,TRUE
ii6,155,3,463,18,3,3,1,D,TRUE,?,TRUE
ii6],156,2,465,18,3,3,1,D,TRUE,?,TRUE
ii,3,1.5,5.5,18,3,4,2.5,D,TRUE,?,TRUE
ii,7,1,17,18,3,4,3,D,TRUE,?,TRUE
ii,11,2.5,30.5,18,3,4,0.5,D,TRUE,?,TRUE
ii6,13,3,37,18,3,4,2.5,D,TRUE,?,TRUE
ii,16,2,45,18,3,4,0.5,D,TRUE,?,TRUE
ii6,19,2.5,54.5,18,3,4,1.5,D,TRUE,?,TRUE
ii,22,1,62,18,3,4,3,D,TRUE,?,TRUE
ii,26,2,75,18,3,4,0.5,D,TRUE,?,TRUE
ii6,30,1.5,86.5,18,3,4,1,D,TRUE,?,TRUE
ii6,34,1.5,98.5,18,3,4,1,D,TRUE,?,TRUE
ii6,63,3.5,187.5,18,3,4,0.5,D,TRUE,?,TRUE
ii6(2),103,2.5,306.5,18,3,4,1,D,TRUE,?,TRUE
ii6,103,3.5,307.5,18,3,4,0.5,D,TRUE,?,TRUE
ii6(2),107,1,317,18,3,4,1,D,TRUE,?,TRUE
ii6,107,2,318,18,3,4,0.5,D,TRUE,?,TRUE
ii64,113,1,335,18,3,4,3,D,TRUE,?,TRUE
ii6,117,3,349,18,3,4,3,D,TRUE,?,TRUE
ii6,124,3,370,18,3,4,3,D,TRUE,?,TRUE
ii6,128,3,382,18,3,4,4,D,TRUE,?,TRUE
ii64,142,1,422,18,3,4,1.5,D,TRUE,?,TRUE
ii6,144,1,428,18,3,4,1.5,D,TRUE,?,TRUE
ii6,153,2.5,456.5,18,3,4,1.5,D,TRUE,?,TRUE
ii64,205,1,611,18,3,4,6,D,TRUE,?,TRUE
ii,220,1.5,656.5,18,3,4,2.5,D,TRUE,?,TRUE
ii,224,1,668,18,3,4,3,D,TRUE,?,TRUE
ii,228,2.5,681.5,18,3,4,1.5,D,TRUE,?,TRUE
ii6,230,3,688,18,3,4,2.5,D,TRUE,?,TRUE
ii,233,2,696,18,3,4,0.5,D,TRUE,?,TRUE
ii6,236,2.5,705.5,18,3,4,1.5,D,TRUE,?,TRUE
ii,239,1,713,18,3,4,3,D,TRUE,?,TRUE
ii,243,2,726,18,3,4,0.5,D,TRUE,?,TRUE
ii6,247,1,737,18,3,4,1.5,D,TRUE,?,TRUE
ii6,251,2.5,750.5,18,3,4,1.5,D,TRUE,?,TRUE
ii6,252,3,754,18,3,4,0.5,D,TRUE,?,TRUE
ii6,273,3.5,817.5,18,3,4,0.5,D,TRUE,?,TRUE
ii6(2),315,1,941,18,3,4,1,D,TRUE,?,TRUE
ii6,315,2,942,18,3,4,0.5,D,TRUE,?,TRUE
ii64,325,1,971,18,3,4,3,D,TRUE,?,TRUE
ii,337,1,1007,18,3,4,1.5,D,TRUE,?,TRUE
ii6(7),346,2.5,1035.5,18,3,4,1,D,TRUE,?,TRUE
ii6,346,3.5,1036.5,18,3,4,0.5,D,TRUE,?,TRUE
ii6(+42),350,2.5,1047.5,18,3,4,1,D,TRUE,?,TRUE
ii%65,182,1,725,18,3,1,4,D,TRUE,?,TRUE
ii%2,130,2.16667,260.167,18,3,2,1,Bb,TRUE,?,TRUE
ii65,38,1,149,18,3,1,2,D,TRUE,?,TRUE
ii65,42,2,166,18,3,1,1,D,TRUE,?,TRUE
ii65,56,1,221,18,3,1,2,D,TRUE,?,TRUE
ii65,256,1,1021,18,3,1,2,D,TRUE,?,TRUE
ii2,121,2.16667,242.167,18,3,2,0.833333,Bb,TRUE,?,TRUE
ii7,21,3,61,18,3,3,1,D,TRUE,?,TRUE
ii7,129,3,385,18,3,3,1,D,TRUE,?,TRUE
ii65,249,2.5,744.5,18,3,4,1.5,D,TRUE,?,TRUE
ii7,349,1,1043,18,3,4,1.5,D,TRUE,?,TRUE
ii42,352,2.5,1053.5,18,3,4,3,D,TRUE,?,TRUE
ii42,356,3,1066,18,3,4,2.5,D,TRUE,?,TRUE
iii6,47,1,137,18,3,3,1,D,TRUE,?,TRUE
iii6,155,1,461,18,3,3,1,D,TRUE,?,TRUE
iii6(2),106,2.5,315.5,18,3,4,1,D,TRUE,?,TRUE
iii6,106,3.5,316.5,18,3,4,0.5,D,TRUE,?,TRUE
iii64,321,1,959,18,3,4,6,D,TRUE,?,TRUE
iii,338,1,1010,18,3,4,1.5,D,TRUE,?,TRUE
iiio,118,1,235,18,3,2,0.75,Bb,TRUE,?,TRUE
iiio,18,1,50,18,3,4,3,D,TRUE,?,TRUE
iiio6,128,1,380,18,3,4,2,D,TRUE,?,TRUE
iiio6,133,1,395,18,3,4,3,D,TRUE,?,TRUE
iiio6,136,1,404,18,3,4,4.5,D,TRUE,?,TRUE
iiio,226,3,676,18,3,4,2.5,D,TRUE,?,TRUE
iiio,235,1,701,18,3,4,3,D,TRUE,?,TRUE
iiio6(2),314,2.5,939.5,18,3,4,1,D,TRUE,?,TRUE
iiio6,314,3.5,940.5,18,3,4,0.5,D,TRUE,?,TRUE
iiio6(2),318,2.5,951.5,18,3,4,1,D,TRUE,?,TRUE
iiio6,318,3.5,952.5,18,3,4,0.5,D,TRUE,?,TRUE
iiio6],319,1,953,18,3,4,6,D,TRUE,?,TRUE
iiio65,126,2,252,18,3,2,0.5,Bb,TRUE,?,TRUE
iiio43/IV,127,2,254,18,3,2,0.5,Bb,TRUE,?,TRUE
iio64,42,1,83,18,3,2,1,Bb,TRUE,?,TRUE
IM2,198,1,590,18,3,4,3,D,TRUE,?,TRUE
IM7,350,1,1046,18,3,4,1.5,D,TRUE,?,TRUE
iv,106,1,211,18,3,2,0.5,Bb,TRUE,?,TRUE
iv(6),106,1.5,211.5,18,3,2,1,Bb,TRUE,?,TRUE
iv,106,2.5,212.5,18,3,2,0.5,Bb,TRUE,?,TRUE
iv,124,2,248,18,3,2,0.5,Bb,TRUE,?,TRUE
iv6,135,2,270,18,3,2,0.5,Bb,TRUE,?,TRUE
iv6,136,1,271,18,3,2,1,Bb,TRUE,?,TRUE
iv64(6),136,2,272,18,3,2,0.5,Bb,TRUE,?,TRUE
iv64,136,2.5,272.5,18,3,2,0.5,Bb,TRUE,?,TRUE
iv,75,2.5,222.5,18,3,4,1.5,D,TRUE,?,TRUE
iv,285,2.5,852.5,18,3,4,1.5,D,TRUE,?,TRUE
iv6,334,2.5,999.5,18,3,4,1.5,D,TRUE,?,TRUE
IVM7,243,1,725,18,3,4,1,D,TRUE,?,TRUE
v6,176,1,701,18,3,1,4,D,TRUE,?,TRUE
v64],44,1,87,18,3,2,1,Bb,TRUE,?,TRUE
vii%7/IV,13,1,35,18,3,4,1.5,D,TRUE,VIIhdim7,FALSE
vii%7,15,1,41,18,3,4,1.5,D,TRUE,VIIhdim7,FALSE
vii%43/IV,21,1,59,18,3,4,1.5,D,TRUE,VIIhdim7,FALSE
vii%7/IV,230,1,686,18,3,4,1.5,D,TRUE,VIIhdim7,FALSE
vii%43/IV,238,1,710,18,3,4,1.5,D,TRUE,VIIhdim7,FALSE
vii%7,253,2.5,756.5,18,3,4,1.5,D,TRUE,VIIhdim7,FALSE
@none,51,1.5,149.5,18,3,4,14.5,D,TRUE,?,TRUE
#iiio64,140,5,558,18,4,1,0,c,TRUE,?,TRUE
#iiio64(4),4,4.5,13.5,18,4,1,0.5,c,TRUE,?,TRUE
#iiio64,4,5,14,18,4,1,0,c,TRUE,?,TRUE
#iiio2,141,1,558,18,4,1,2,c,TRUE,?,TRUE
#iiio2,5,1,14,18,4,1,2,c,TRUE,?,TRUE
#iv,230,1,344.5,18,4,2,1.5,C,TRUE,?,TRUE
#vii%7(+2),170,4,677,18,4,1,1,c,TRUE,?,TRUE
#viio6,89,1,350,18,4,1,3,c,TRUE,?,TRUE
#viio64,98,2,387,18,4,1,3,c,TRUE,?,TRUE
#viio,106,1,418,18,4,1,2.5,c,TRUE,?,TRUE
#viio64,138,6,551,18,4,1,1,c,TRUE,?,TRUE
#viio64,143,1,566,18,4,1,0.5,c,TRUE,?,TRUE
#viio6,206,4,821,18,4,1,1,c,TRUE,?,TRUE
#viio64,216,4,861,18,4,1,1,c,TRUE,?,TRUE
#viio64,217,2,863,18,4,1,1,c,TRUE,?,TRUE
#viio64,217,4,865,18,4,1,1,c,TRUE,?,TRUE
#viio,218,4,869,18,4,1,1,c,TRUE,?,TRUE
#viio/V,36,1,53.5,18,4,2,1.5,C,TRUE,?,TRUE
#viio6/ii,57,1.25,85.25,18,4,2,0.25,C,TRUE,?,TRUE
#viio6/V,57,2.25,86.25,18,4,2,0.25,C,TRUE,?,TRUE
#viio6/ii,205,1.25,307.25,18,4,2,0.25,C,TRUE,?,TRUE
#viio6/V,205,2.25,308.25,18,4,2,0.25,C,TRUE,?,TRUE
#viio64/V,232,1.5,348,18,4,2,1,C,TRUE,?,TRUE
#viio/ii,236,1,353.5,18,4,2,3,C,TRUE,?,TRUE
#viio6/iv,6,3,16,18,4,3,1,c,TRUE,?,TRUE
#viio/V,26,0,73,18,4,3,4,c,TRUE,?,TRUE
#viio6,73,4,289,18,4,4,1,c,TRUE,?,TRUE
#viio6/iv,109,4.5,433.5,18,4,4,0.5,c,TRUE,?,TRUE
#viio6,163,3,648,18,4,4,1,c,TRUE,?,TRUE
#viio64(4),2,4.5,5.5,18,4,1,0.5,c,TRUE,?,TRUE
#viio64,2,5,6,18,4,1,0,c,TRUE,?,TRUE
#viio64,7,1,22,18,4,1,0.5,c,TRUE,?,TRUE
#viio6,18,3,68,18,4,1,2,c,TRUE,?,TRUE
#viio6(6)/vi,48,3,188,18,4,1,1,c,TRUE,?,TRUE
